
Edison Startup at: 
Tue Sep 15 17:01:12 2015

-0.71521,0.0596313,0.770264
-0.640869,0.114807,0.872925
-0.627502,0.083252,0.820923
-0.634827,0.0753784,0.793701
-0.741028,0.0865479,0.822083
-0.601074,0.00653076,0.606018
-0.650452,0.103577,0.89978
-0.585571,0.133728,0.852783
-0.670654,0.0847168,0.7052
-0.721375,0.102966,0.786682
-0.910706,-0.0294189,0.411133
-0.978577,0.0231934,0.333618
-1.00647,-0.0352783,0.248047
-1.02484,0.0353394,0.424438
-0.982178,0.0380859,0.518188
-1.03552,0.0441284,0.436646
-0.963623,0.0527344,0.452026
-0.999207,-0.041626,0.272705
-0.946045,0.00360107,0.294434
-1.0379,0.136963,0.48645
-1.01123,0.14624,0.443237
-1.06958,-0.0310059,0.389282
-0.977234,0.0912476,0.377258
-1.10614,0.0533447,0.22583
-1.03992,0.158203,0.357422
-1.06866,0.227722,0.430481
-1.09924,-0.0286255,0.463074
-0.933716,0.279297,0.413452
-0.911255,0.54187,0.227539
-0.858948,0.592407,0.214783
-0.85907,0.654785,0.344055
-0.994385,0.278748,0.672974
-1.06317,-0.566833,0.31073
-0.950867,-0.751404,-0.198059
-0.858154,-0.563416,-0.230164
-0.862061,-0.535278,-0.2005
-0.964417,0.49823,0.246887
-0.976746,0.514893,0.177612
-0.938477,0.63855,0.135681
-0.793274,0.546631,0.0022583
-1.06787,0.363708,0.18219
-1.05542,0.321472,0.222168
-0.990784,0.300964,0.345825
-1.0271,0.32373,0.279663
-1.00134,0.221313,0.249756
-0.974426,0.316589,0.397949
-0.99469,0.254456,0.441833
-1.01202,0.218445,0.46759
-1.03461,0.151367,0.417114
-1.00061,0.211731,0.429077
-1.04822,0.356628,0.320435
-1.04932,0.35144,0.283691
-1.00104,0.402283,0.398254
-1.04016,0.309448,0.31781
-1.05646,0.28125,0.296021
-1.05139,0.28009,0.305908
-1.00446,0.296692,0.414246
-1.04425,0.270508,0.391357
-0.959656,0.140259,0.226929
-1.07336,0.202881,0.315613
-1.1026,0.173645,0.395386
-1.03436,0.178223,0.273926
-0.889221,0.549133,0.144653
-0.978271,0.54364,0.0551147
-0.960449,0.559998,0.168457
-1.02509,0.534058,0.216858
-0.98938,0.454407,0.263
-1.00659,0.538879,0.309814
-0.911499,0.500061,0.416443
-0.881042,0.369019,0.408691
-1.04626,0.0296631,0.361206
-1.04645,-0.0458374,0.363037
-1.04651,0.0010376,0.345276
-1.05865,0.0217285,0.338318
-1.03601,-0.0438843,0.36853
-1.06201,-0.142517,0.269714
-1.06055,-0.0813599,0.362305
-0.988037,-0.0742798,0.467957
-0.901489,-0.648071,-0.0830688
-0.821838,-0.475647,-0.187317
-0.813354,-0.539734,-0.299255
-0.82196,-0.736877,-0.225647
-0.885071,-0.509644,-0.057251
-0.832764,-0.659302,-0.227905
-0.894958,-0.628601,-0.265076
-0.813904,-0.598633,-0.363525
-0.86853,-0.43634,-0.137695
-0.907776,-0.530273,-0.160095
-0.855286,-0.514099,-0.249023
-0.765747,-0.580139,-0.186035
-1.02368,-0.553162,-0.127136
-1.05536,-0.482239,-0.102417
-0.947205,-0.471863,-0.0360107
-0.958374,-0.503784,-0.0533447
-0.9599,-0.371033,-0.0679932
-1.04871,-0.396484,-0.0278931
-1.00208,-0.372192,-0.0409546
-1.02167,-0.355103,-0.0733643
-1.00568,-0.398621,-0.142212
-0.997314,-0.411865,-0.235352
-0.99115,-0.371521,-0.179871
-0.982117,-0.385559,-0.201538
-0.943237,-0.420349,-0.193665
-0.953308,-0.377502,-0.180969
-0.945007,-0.4505,-0.240173
-0.95282,-0.38324,-0.189941
-0.945557,-0.425903,-0.180786
-0.984741,-0.403564,-0.196899
-1.07196,-0.440796,-0.159058
-0.995667,-0.409119,-0.072937
-0.995422,-0.460693,-0.131531
-0.973877,-0.454102,-0.119324
-1.01392,-0.443787,-0.106506
-0.97644,-0.388855,-0.0984497
-0.979492,-0.476379,-0.16333
-0.955872,-0.449646,-0.167053
-0.941284,-0.467346,-0.135254
-0.999939,-0.469116,-0.147034
-0.95166,-0.450623,-0.0946655
