
Edison Startup at: 
Tue Sep 15 17:01:12 2015

0.138245,0.137451,0.340576
0.111938,0.121887,0.342041
0.119629,0.133606,0.35437
0.098938,0.128967,0.36499
0.124756,0.135315,0.348877
0.143433,0.150757,0.344849
0.0955811,0.129883,0.360046
0.0905151,0.129333,0.361267
0.12384,0.137451,0.355042
0.143066,0.150085,0.33783
0.236938,0.179993,0.248718
0.270386,0.182434,0.188232
0.269226,0.205933,0.143799
0.245544,0.21582,0.204895
0.182129,0.0874634,0.336975
0.165833,0.0354614,0.363098
0.18219,-0.00512695,0.348511
0.177673,-0.010498,0.358276
0.188599,-0.0537109,0.325684
0.16217,-0.0606689,0.359314
0.191284,-0.00372314,0.348206
0.165283,0.0255127,0.35199
0.201599,0.0161743,0.324646
0.166138,-0.0523071,0.339539
0.164795,-0.0618896,0.346741
0.153748,-0.0296631,0.351746
0.166748,0.020752,0.375122
0.129944,-0.0632324,0.375488
0.093689,-0.203491,0.324585
0.078125,-0.224854,0.311951
0.0836792,-0.213196,0.318665
0.127258,-0.0368652,0.394165
0.168152,0.280762,0.257751
0.159729,0.326782,0.137146
0.157532,0.343018,0.0462036
0.158386,0.323425,0.12384
0.14563,-0.156006,0.31543
0.118225,-0.217651,0.283875
0.102661,-0.23938,0.248535
0.095459,-0.252563,0.229187
0.188599,-0.107605,0.2995
0.158203,-0.128479,0.308655
0.148376,-0.117554,0.329346
0.153809,-0.107788,0.333252
0.142273,-0.122864,0.333984
0.111633,-0.139526,0.357544
0.156006,-0.0449829,0.365356
0.162415,0.00744629,0.37616
0.180298,0.0386353,0.371399
0.189758,0.0227051,0.355103
0.243225,0.0515137,0.294861
0.249817,0.0535278,0.282288
0.24823,0.0521851,0.267029
0.260193,0.0650635,0.273071
0.258362,0.0699463,0.27655
0.254761,0.0610962,0.264648
0.256775,0.0811768,0.288391
0.24353,0.0875244,0.297058
0.268738,0.11908,0.272522
0.264465,0.127869,0.269348
0.25531,0.0997925,0.27124
0.247803,0.0823364,0.274048
